,antecedent,consequent,confidence,lift
0,['23007'],['22551'],0.5,5.952380952380952
1,['22423'],['POST'],0.4,0.9852216748768473
2,['23167'],['22720'],0.5,6.756756756756757
3,['23112'],['22423'],0.6666666666666666,5.128205128205128
4,['20675'],['21238'],0.3076923076923077,13.986013986013988
5,['23174'],['23175'],0.6666666666666666,30.303030303030305
6,['23295'],['23296'],0.7,35.0
7,['21213'],['21124'],0.3333333333333333,20.833333333333332
8,['21213'],['84991'],0.4,12.5
9,['20750'],['22326'],0.36,2.6470588235294117
10,['23342'],['22726'],0.8333333333333334,13.020833333333334
11,['21716'],['21715'],1.0,125.0
12,['21218'],['POST'],0.5384615384615384,1.326259946949602
13,['20750'],['20749'],0.4,14.285714285714286
14,['23255'],['22551'],0.3333333333333333,3.968253968253968
15,['23241'],['20979'],0.35714285714285715,16.233766233766236
16,['23199'],['23204'],0.4375,18.229166666666668
17,['22898'],['22326'],0.5,3.676470588235294
18,['47566B'],['POST'],1.0,2.463054187192118
19,['23292'],['23254'],0.3076923076923077,8.097165991902834
20,['22382'],['20725'],0.45454545454545453,7.331378299120234
21,['23345'],['23346'],0.875,48.611111111111114
22,['21242'],['20675'],0.46153846153846156,17.75147928994083
23,['22193'],['22726'],0.7272727272727273,11.363636363636363
24,['21240'],['22630'],0.5,4.901960784313726
25,['20724'],['22356'],0.4,14.285714285714286
26,['84997C'],['84997A'],0.4166666666666667,20.833333333333332
27,['47566'],['47590A'],0.3076923076923077,8.547008547008549
28,['23206'],['22629'],0.3684210526315789,3.759398496240601
29,['22191'],['22193'],1.0,45.45454545454546
30,['23289'],['23291'],1.0,41.666666666666664
31,['21731'],['POST'],0.3684210526315789,0.9074410163339381
32,['23236'],['23240'],0.625,10.775862068965516
33,['20719'],['POST'],0.45454545454545453,1.1195700850873262
34,['22628'],['22631'],0.3157894736842105,5.263157894736842
35,['22748'],['22746'],0.8,66.66666666666667
36,['20725'],['22326'],0.3870967741935484,2.846299810246679
37,['21232'],['22423'],0.46153846153846156,3.5502958579881656
38,['15056BL'],['POST'],0.4444444444444444,1.0946907498631635
39,['23173'],['23172'],0.4166666666666667,34.72222222222222
40,['20719'],['22326'],0.5454545454545454,4.0106951871657746
41,['20728'],['22629'],0.3125,3.1887755102040813
42,['23207'],['23201'],0.5,20.833333333333332
